Data zaladunku;Miejsce zaladunku;Data operacji;Dostawca;Typ operacji;Nr WZ;Czy magazynowane;Deklaracja/KZR;Volumen;Jednostka miary;Cena zakupu/produkcji;Wartosc;Cena sprzedazy;Produkt;Rodzaj zrebki;Rabanie (kto);Koszt rabania;Przewoznik;Nr rejestracyjny;Odleglosc km;Stawka zl/km;Koszt transportu;Odbiorca;Miejsce pochodzenia;Uwagi;Utworzyl;Data dodania wpisu;ID operacji;ID powiazania;Status
2026-08-06;Magazyn Zabrze;2026-08-06;Magazyn Zabrze;MM;MM-63;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-10 10:30:32;OP-MIGR-00311;;AKTYWNY
2026-08-06;Magazyn Pyskowice;2026-08-06;Magazyn Pyskowice;SPRZEDAŻ;WZ-9;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:31:31;OP-MIGR-00312;;AKTYWNY
2026-08-06;Magazyn Zabrze;2026-08-06;Magazyn Zabrze;MM;MM-64;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-10 10:33:44;OP-MIGR-00313;;AKTYWNY
2026-08-06;Magazyn Pyskowice;2026-08-06;Magazyn Pyskowice;SPRZEDAŻ;WZ-10;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:34:29;OP-MIGR-00314;;AKTYWNY
2026-08-06;Magazyn Zabrze;2026-08-06;Magazyn Zabrze;MM;MM-65;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-10 10:35:34;OP-MIGR-00315;;AKTYWNY
2026-08-06;Magazyn Pyskowice;2026-08-06;Magazyn Pyskowice;SPRZEDAŻ;WZ-11;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:36:17;OP-MIGR-00316;;AKTYWNY
2026-08-07;Magazyn Zabrze;2026-08-07;Magazyn Zabrze;MM;MM-66;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-10 10:38:13;OP-MIGR-00317;;AKTYWNY
2026-08-07;Magazyn Pyskowice;2026-08-07;Magazyn Pyskowice;SPRZEDAŻ;WZ-12;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:38:55;OP-MIGR-00318;;AKTYWNY
2026-08-07;Magazyn Zabrze;2026-08-07;Magazyn Zabrze;MM;MM-67;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-10 10:40:05;OP-MIGR-00319;;AKTYWNY
2026-08-07;Magazyn Pyskowice;2026-08-07;Magazyn Pyskowice;SPRZEDAŻ;WZ-13;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-10 10:40:44;OP-MIGR-00320;;AKTYWNY
2026-08-07;Magazyn Zabrze;2026-08-07;Magazyn Zabrze;MM;MM-68;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-15 13:36:32;OP-MIGR-00321;;AKTYWNY
2026-08-07;Magazyn Pyskowice;2026-08-07;Magazyn Pyskowice;SPRZEDAŻ;WZ-14;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-15 13:37:36;OP-MIGR-00322;;AKTYWNY
2026-08-07;Magazyn Zabrze;2026-08-07;Magazyn Zabrze;MM;MM-69;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-15 20:25:31;OP-MIGR-00323;;AKTYWNY
2026-08-07;Magazyn Pyskowice;2026-08-07;Magazyn Pyskowice;SPRZEDAŻ;WZ-15;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-15 20:26:39;OP-MIGR-00324;;AKTYWNY
2026-08-07;Magazyn Zabrze;2026-08-07;Magazyn Zabrze;MM;MM-70;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;40.0;5.0;200.0;Magazyn Pyskowice;;;Roesner Mateusz;2026-08-15 20:32:08;OP-MIGR-00325;;AKTYWNY
2026-08-07;Magazyn Pyskowice;2026-08-07;Magazyn Pyskowice;SPRZEDAŻ;WZ-16;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;107.0;5.0;535.0;Re Alloys, Łaziska;;;Roesner Mateusz;2026-08-15 20:33:11;OP-MIGR-00326;;AKTYWNY
2026-08-06;Gdańsk;2026-08-08;Port Północny Gdańsk;ZAKUP;PZ/5/ŁN;TAK;KZR;1158.85;TON;0.0;0.0;0.0;CNCS;;;0.0;DB Cargo;;0.0;0.0;0.0;Magazyn Zabrze;;43 wagony;Marcin Kwiatkowski;2026-08-21 13:59:53;OP-MIGR-00327;;AKTYWNY
2026-08-10;Magazyn Zabrze;2026-08-10;Magazyn Zabrze;MM;MM-71;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-12 23:18:02;OP-MIGR-00328;;AKTYWNY
2026-08-10;Magazyn Pyskowice;2026-08-10;Magazyn Pyskowice;SPRZEDAŻ;WZ-17;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;107.0;5.0;535.0;Re Alloys, Łaziska;;;Marcin Kwiatkowski;2026-08-12 23:23:38;OP-MIGR-00329;;AKTYWNY
2026-08-10;Magazyn Zabrze;2026-08-10;Magazyn Zabrze;MM;MM-72;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-12 23:26:26;OP-MIGR-00330;;AKTYWNY
2026-08-10;Magazyn Pyskowice;2026-08-10;Magazyn Pyskowice;SPRZEDAŻ;WZ-18;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Marcin Kwiatkowski;2026-08-12 23:29:37;OP-MIGR-00331;;AKTYWNY
2026-08-10;Magazyn Zabrze;2026-08-10;Magazyn Zabrze;MM;MM-73;TAK;;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;40.0;5.0;200.0;Magazyn Pyskowice;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-12 23:32:23;OP-MIGR-00332;;AKTYWNY
2026-08-10;Magazyn Pyskowice;2026-08-10;Magazyn Pyskowice;SPRZEDAŻ;WZ-19;TAK;KZR;90.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;107.0;5.0;535.0;Re Alloys, Łaziska;;;Marcin Kwiatkowski;2026-08-12 23:34:41;OP-MIGR-00333;;AKTYWNY
2026-08-10;Magazyn Brąszewice;2026-08-10;Magazyn Brąszewice;MM;MM-74;TAK;;80.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Drzewna;B;;0.0;własny (Chrzan);SK 5L809;340.0;5.0;1700.0;Magazyn Zabrze;Magazyn Brąszewice;;Marcin Kwiatkowski;2026-08-12 23:46:16;OP-MIGR-00334;;AKTYWNY
2026-08-10;;2026-08-10;Lander Agro;ZAKUP;PZ/31/D;TAK;KZR;29.96;M3;230.0;6890.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-15 20:48:05;OP-MIGR-00335;;AKTYWNY
2026-08-10;;2026-08-10;Lander Agro;ZAKUP;PZ/32/D;TAK;KZR;28.16;M3;230.0;6476.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga: 21 940 kg;Marcin Kwiatkowski;2026-08-23 19:57:50;OP-MIGR-00336;;AKTYWNY
2026-08-11;;2026-08-11;NDL Chrzanów, Leśnictwo Mętków;ZAKUP;PZ/63  3/202624967/6162;TAK;Deklaracja;18.0;M3;141.0;2538.0;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 23 180 kg;Marcin Kwiatkowski;2026-08-19 18:57:43;OP-MIGR-00337;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;PRODUKCJA;PZ/63;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-19 19:01:46;OP-MIGR-00338;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;ZUŻYCIE;PZ/63;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-19 19:01:47;OP-MIGR-00339;;AKTYWNY
2026-08-11;Mętków;2026-08-11;Magazyn Zabrze;ZAKUP;PZ/63;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;134.0;5.0;670.0;Magazyn Zabrze;Magazyn Zabrze;Urworzył: Marcin Kwiatkowski;;2026-08-19 19:07:43;OP-MIGR-00340;;AKTYWNY
2026-08-11;;2026-08-11;NDL Chrzanów, Leśnictwo Mętków;ZAKUP;PZ/64   3/202624967/6166;TAK;Deklaracja;18.0;M3;141.0;2538.0;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 22 020 kg;Marcin Kwiatkowski;2026-08-20 08:33:05;OP-MIGR-00341;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;PRODUKCJA;PZ/64;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 08:47:06;OP-MIGR-00342;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;ZUŻYCIE;PZ/64;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 08:47:06;OP-MIGR-00343;;AKTYWNY
2026-08-11;Mętków;2026-08-11;Magazyn Zabrze;ZAKUP;PZ/64;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;134.0;5.0;670.0;Magazyn Zabrze;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-20 08:50:46;OP-MIGR-00344;;AKTYWNY
2026-08-11;;2026-08-11;NDL Chrzanów, Leśnictwo Mętków;ZAKUP;PZ/65   3/202624967/6163;TAK;Deklaracja;18.0;M3;141.0;2538.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 26280;Marcin Kwiatkowski;2026-08-20 08:56:12;OP-MIGR-00345;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;PRODUKCJA;PZ/65;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 09:00:08;OP-MIGR-00346;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;ZUŻYCIE;PZ/65;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 09:00:08;OP-MIGR-00347;;AKTYWNY
2026-08-11;Mętków;2026-08-11;Magazyn Zabrze;ZAKUP;PZ/65;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;134.0;5.0;670.0;Magazyn Zabrze;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-20 09:08:17;OP-MIGR-00348;;AKTYWNY
2026-08-11;;2026-08-11;NDL Chrzanów, Leśnictwo Mętków;ZAKUP;PZ/66   3/202624967/6168;TAK;Deklaracja;18.0;M3;141.0;2538.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 24 240 kg;Marcin Kwiatkowski;2026-08-20 10:10:52;OP-MIGR-00349;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;PRODUKCJA;PZ/66;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 10:13:04;OP-MIGR-00350;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;ZUŻYCIE;PZ/66;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 10:13:04;OP-MIGR-00351;;AKTYWNY
2026-08-11;Mętków;2026-08-11;Magazyn Zabrze;ZAKUP;PZ/66;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;134.0;5.0;670.0;Magazyn Zabrze;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-20 10:15:09;OP-MIGR-00352;;AKTYWNY
2026-08-11;;2026-08-11;NDL Chrzanów, Leśnictwo Mętków;ZAKUP;PZ/67   3/202624967/6165;TAK;Deklaracja;18.0;M3;141.0;2538.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 23 880 kg;Marcin Kwiatkowski;2026-08-20 14:28:53;OP-MIGR-00353;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;PRODUKCJA;PZ/67;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 14:30:47;OP-MIGR-00354;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;ZUŻYCIE;PZ/67;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 14:30:47;OP-MIGR-00355;;AKTYWNY
2026-08-11;Mętków;2026-08-11;Magazyn Zabrze;ZAKUP;PZ/67;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;134.0;5.0;670.0;Magazyn Zabrze;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-20 14:32:24;OP-MIGR-00356;;AKTYWNY
2026-08-11;;2026-08-11;NDL Chrzanów, Leśnictwo Mętków;ZAKUP;PZ/68   3/202624967/6168;TAK;Deklaracja;18.0;M3;141.0;2538.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 22 260 kg;Marcin Kwiatkowski;2026-08-20 14:35:05;OP-MIGR-00357;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;PRODUKCJA;PZ/68;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 14:37:02;OP-MIGR-00358;;AKTYWNY
2026-08-11;;2026-08-11;Magazyn Zabrze;ZUŻYCIE;PZ/68;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 14:37:02;OP-MIGR-00359;;AKTYWNY
2026-08-11;Mętków;2026-08-11;Magazyn Zabrze;ZAKUP;PZ/68;TAK;Deklaracja;72.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;134.0;5.0;670.0;Magazyn Zabrze;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-20 14:38:36;OP-MIGR-00360;;AKTYWNY
2026-08-11;;2026-08-11;GWood;ZAKUP;PZ/69   WZ 01/08/26;TAK;Deklaracja;92.0;MP;117.0;10764.0;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;;Marcin Kwiatkowski;2026-08-20 14:46:11;OP-MIGR-00361;;AKTYWNY
2026-08-12;;2026-08-12;Lander Agro;ZAKUP;PZ/33/D;TAK;KZR;30.0;M3;230.0;6900.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-15 21:01:11;OP-MIGR-00378;;AKTYWNY
2026-08-12;;2026-08-12;Lander Agro;ZAKUP;PZ/34/D;TAK;KZR;23.17;M3;230.0;5329.1;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-15 21:04:39;OP-MIGR-00379;;AKTYWNY
2026-08-12;;2026-08-12;Lander Agro;ZAKUP;PZ/35/D;TAK;KZR;28.06;M3;230.0;6453.8;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga b/d;Roesner Mateusz;2026-08-15 21:13:30;OP-MIGR-00380;;AKTYWNY
2026-08-12;;2026-08-12;NDL Świerklaniec, Leśnictwo Mieczysko;ZAKUP;PZ/70   202632708/6668;TAK;Deklaracja;17.0;M3;112.0;1904.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;Waga: 23 140 kg;Marcin Kwiatkowski;2026-08-20 14:53:25;OP-MIGR-00362;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;PRODUKCJA;PZ/70;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 14:55:21;OP-MIGR-00363;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;ZUŻYCIE;PZ/70;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 14:55:21;OP-MIGR-00364;;AKTYWNY
2026-08-12;Mieczysko;2026-08-12;Magazyn Zabrze;ZAKUP;PZ/70;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Chrzan);SK 5L809;62.0;5.0;310.0;Magazyn Zabrze;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-20 14:59:09;OP-MIGR-00365;;AKTYWNY
2026-08-12;;2026-08-12;NDL Świerklaniec, Leśnictwo Mieczysko;ZAKUP;PZ/71   3/202632708/6667;TAK;Deklaracja;17.0;MP;112.0;1904.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 24 700 kg;Marcin Kwiatkowski;2026-08-20 15:05:41;OP-MIGR-00366;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;PRODUKCJA;PZ/71;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 15:07:04;OP-MIGR-00367;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;ZUŻYCIE;PZ/71;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 15:07:04;OP-MIGR-00368;;AKTYWNY
2026-08-12;Mieczysko;2026-08-12;Magazyn Zabrze;ZAKUP;PZ/71;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;62.0;5.0;310.0;Magazyn Zabrze;;;Marcin Kwiatkowski;2026-08-20 15:08:46;OP-MIGR-00369;;AKTYWNY
2026-08-12;;2026-08-12;NDL Świerklaniec, Leśnictwo Mieczysko;ZAKUP;PZ/72   3/2026/32708/6666;TAK;Deklaracja;17.0;M3;112.0;1904.0;0.0;Drewno opałowe z lasu;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 22 780 kg Utworzył Marcin Kwiatkowski;;2026-08-20 15:11:28;OP-MIGR-00370;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;PRODUKCJA;PZ/72;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 15:12:47;OP-MIGR-00371;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;ZUŻYCIE;PZ/72;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 15:12:47;OP-MIGR-00372;;AKTYWNY
2026-08-12;Mieczysko;2026-08-12;Magazyn Zabrze;ZAKUP;PZ/72;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Kretek);SK 7J885;62.0;5.0;310.0;Magazyn Zabrze;Magazyn Zabrze;;Marcin Kwiatkowski;2026-08-20 15:15:45;OP-MIGR-00373;;AKTYWNY
2026-08-12;;2026-08-12;NDL Świerklaniec, Leśnictwo Mieczysko;ZAKUP;PZ/73   3/202632708/6669;TAK;Deklaracja;17.0;M3;112.0;1904.0;0.0;Drewno opałowe z lasu;;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Waga: 22 480 kg;Marcin Kwiatkowski;2026-08-20 15:18:45;OP-MIGR-00374;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;PRODUKCJA;PZ/73;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Rębak z Brąszewic, rębakowy Łukasz Kempski;Marcin Kwiatkowski;2026-08-20 15:20:07;OP-MIGR-00375;;AKTYWNY
2026-08-12;;2026-08-12;Magazyn Zabrze;ZUŻYCIE;PZ/73;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;własne;10.0;;;0.0;0.0;0.0;Magazyn Zabrze;Magazyn Zabrze;Automatyczne zużycie surowca do produkcji;;2026-08-20 15:20:07;OP-MIGR-00376;;AKTYWNY
2026-08-12;Mieczysko;2026-08-12;Magazyn Zabrze;ZAKUP;PZ/73;TAK;Deklaracja;68.0;MP;0.0;0.0;0.0;Zrębka Produkcyjna Leśna;B;;0.0;własny (Wilczak);SK 7J884;62.0;5.0;310.0;Magazyn Zabrze;;;Marcin Kwiatkowski;2026-08-20 15:22:03;OP-MIGR-00377;;AKTYWNY
2026-08-13;;2026-08-13;Walber;ZAKUP;PZ/74;TAK;KZR;26.86;TON;275.0;7386.5;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;85 mp;Marcin Kwiatkowski;2026-08-21 12:40:30;OP-MIGR-00381;;AKTYWNY
2026-08-13;;2026-08-13;Walber;ZAKUP;PZ/75;TAK;KZR;23.72;TON;275.0;6523.0;0.0;Zrębka towar;B;;0.0;;;0.0;0.0;0.0;Magazyn Zabrze;;75 mp;Marcin Kwiatkowski;2026-08-21 13:06:05;OP-MIGR-00382;;AKTYWNY
